Name,Business_Type,Address,City,Country,Phone,Website,Email,Email_Status,Email_Source,Email_Confidence,Google_Rating,Review_Count,Source,Zone
Sara's Inn on the Boulevard,hotel,"941 Heights Blvd, Houston, TX 77008, USA",Houston,USA,+1 713-868-1130,http://www.saras.com/,events@saras.com,valid,scraped_website,100,4.7,265,google_places_enriched,las_colinas_zone
"The Houstonian Hotel, Club & Spa",hotel,"111 N Post Oak Ln, Houston, TX 77024, USA",Houston,USA,+1 713-680-2626,https://www.houstonian.com/?utm_source=GMB&utm_medium=Search&utm_campaign=Hotel,reservations@houstonian.com,accept_all,scraped_website,81,4.6,2073,google_places_enriched,las_colinas_zone
Hotel ZaZa Houston Museum District,hotel,"5701 Main St, Houston, TX 77005, USA",Houston,USA,+1 713-526-1991,https://www.hotelzaza.com/houston-museum-district?utm_campaign=Google%20My%20Business&utm_source=google&utm_medium=Local%20Search,akhan@hotelzaza.com,valid,hunter_search,99,4.5,3058,google_places_enriched,las_colinas_zone
Signature Inn Houston Galleria,hotel,"9041 Westheimer Rd, Houston, TX 77063, USA",Houston,USA,+1 713-783-1400,https://www.sonesta.com/signature-inn/tx/houston/signature-inn-houston-galleria?utm_source=google&utm_medium=organic&utm_campaign=gmb,lellison@sonesta.com,accept_all,hunter_search,94,4.4,114,google_places_enriched,las_colinas_zone
Sonesta ES Suites Houston Galleria,hotel,"5190 Hidalgo St, Houston, TX 77056, USA",Houston,USA,+1 713-355-8888,https://www.sonesta.com/sonesta-es-suites/tx/houston/sonesta-es-suites-houston-galleria?utm_source=google&utm_medium=organic&utm_campaign=gmb,lellison@sonesta.com,accept_all,hunter_search,94,4.1,628,google_places_enriched,las_colinas_zone
The Royal Sonesta Houston Galleria,hotel,"2222 W Loop S, Houston, TX 77027, USA",Houston,USA,+1 713-627-7600,https://www.sonesta.com/royal-sonesta/tx/houston/royal-sonesta-houston-galleria?utm_source=google&utm_medium=organic&utm_campaign=gmb,reservations@sonesta.com,accept_all,scraped_website,81,4.3,3005,google_places_enriched,las_colinas_zone
Conservatory Galleria,sports_bar,"5353 W Alabama St Suite 100, Houston, TX 77056, USA",Houston,USA,+1 713-832-8887,http://www.conservatorygalleria.com/,info@conservatorygalleria.com,valid,scraped_website,91,4.7,659,google_places_enriched,las_colinas_zone
Moxies Houston Restaurant,sports_bar,"5000 Westheimer Rd, Houston, TX 77056, USA",Houston,USA,+1 346-571-6164,https://moxies.com/restaurants/houston?utm_source=GMB&utm_medium=google-location-listing&utm_campaign=organic,info@moxies.com,valid,hunter_search,95,4.5,5011,google_places_enriched,las_colinas_zone
JOEY Uptown,sports_bar,"5045 Westheimer Rd Suite X01, Houston, TX 77056, USA",Houston,USA,+1 346-646-5639,https://joeyrestaurants.com/location/joey-uptown,accessibility@joeyrestaurants.com,valid,scraped_website,100,4.8,11227,google_places_enriched,las_colinas_zone
The Daily Grill,sports_bar,"5085 Westheimer Rd, Houston, TX 77056, USA",Houston,USA,+1 713-960-5997,https://www.dailygrill.com/,info@dailygrill.com,accept_all,hunter_search,77,4.2,831,google_places_enriched,las_colinas_zone
Loch Bar,sports_bar,"4444 Westheimer Rd Suite G110, Houston, TX 77027, USA",Houston,USA,+1 832-430-6601,https://lochbar.com/houston/,houston@lochbar.com,valid,scraped_website,100,4.3,1208,google_places_enriched,las_colinas_zone
The Annie,sports_bar,"1800 Post Oak Blvd Suite 6170, Houston, TX 77056, USA",Houston,USA,+1 713-804-1800,https://www.theanniehouston.com/,eat@theanniehouston.com,valid,hunter_search,99,4.3,934,google_places_enriched,las_colinas_zone
North Italia,sports_bar,"1700 Post Oak Blvd Ste 190, Houston, TX 77056, USA",Houston,USA,+1 281-605-4030,https://www.northitalia.com/locations/houston-tx-blvd-place/,info@northitalia.com,accept_all,hunter_search,79,4.5,4545,google_places_enriched,las_colinas_zone
The Rustic,sports_bar,"1121 Uptown Park Blvd STE 4, Houston, TX 77056, USA",Houston,USA,+1 832-321-7775,https://therustic.com/,events@therustic.com,valid,hunter_search,95,4.3,3405,google_places_enriched,las_colinas_zone
La Reserve Whiskey Lounge,hotel,"4 Riverway Dr, Houston, TX 77056, USA",Houston,USA,+1 713-871-8181,https://www.omnihotels.com/hotels/houston/dining/la-reserve-whiskey-lounge?utm_source=gmblisting&utm_medium=organic,sonya.cook@omnihotels.com,accept_all,hunter_search,94,4.7,27,google_places_enriched,las_colinas_zone
Nobu Houston,sports_bar,"5115 Westheimer Rd Suite C-3515, Houston, TX 77056, USA",Houston,USA,+1 832-987-2599,https://www.noburestaurants.com/houston/home-2/?utm_source=google&utm_medium=Yext,carlm@noburestaurants.com,valid,hunter_search,99,3.9,789,google_places_enriched,las_colinas_zone
"Club Quarters Hotel Downtown, Houston",hotel,"1085 Rusk St, Houston, TX 77002, USA",Houston,USA,+1 713-224-6400,https://clubquartershotels.com/houston/downtown,jnichols@clubquartershotels.com,accept_all,hunter_search,94,3.9,2760,google_places_enriched,downtown_zone
"Heights House Hotel, Ascend Hotel Collection",hotel_bar,"100 W Cavalcade St, Houston, TX 77009, USA",Houston,USA,+1 713-869-7121,https://www.heightshousehotel.com/,info@heightshousehotel.com,valid,hunter_search,81,4.1,705,google_places_enriched,downtown_zone
The Whitehall,hotel_bar,"1700 Smith St, Houston, TX 77002, USA",Houston,USA,+1 713-739-8800,https://www.thewhitehallhouston.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,frontdesk@thewhitehallhouston.com,valid,scraped_website,100,4.5,4103,google_places_enriched,downtown_zone
Athens Hotel & Suites,hotel,"1308 Clay St, Houston, TX 77002, USA",Houston,USA,+1 713-739-1960,http://www.athenshotelsuites.com/,reservations@athenshotelsuites.com,valid,scraped_website,100,4,625,google_places_enriched,downtown_zone
Sunset Rooftop Lounge,sports_bar,"2119 Dallas St 3rd Floor, Houston, TX 77003, USA",Houston,USA,+1 832-530-4270,http://sunsetrooftoplounge.com/,events@sunsetrooftoplounge.com,valid,scraped_website,100,4.3,748,google_places_enriched,downtown_zone
R24 Rooftop Lounge,sports_bar,"1600 Lamar St 24th Floor, Houston, TX 77010, USA",Houston,USA,+1 713-739-8000,https://www.hilton.com/en/hotels/houcvhh-hilton-americas-houston/dining/r24-rooftop-lounge/?y_source=1_MTAxMDI3NTQ1Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,williams.sharona@hilton.com,valid,hunter_search,99,4.4,52,google_places_enriched,downtown_zone
77 Degrees,sports_bar,"2416 Brazos St STE 200, Houston, TX 77006, USA",Houston,USA,+1 713-882-1116,http://www.77-degrees.com/,info@77-degrees.com,valid,scraped_website,100,4,844,google_places_enriched,downtown_zone
Skylawn,sports_bar,"401 Franklin St, Houston, TX 77201, USA",Houston,USA,+1 713-999-2550,https://www.posthtx.com/skylawn,hello@posthtx.com,valid,scraped_website,100,4.5,362,google_places_enriched,downtown_zone
The Deck at The Laura Hotel,sports_bar,"1070 Dallas St, Houston, TX 77002, USA",Houston,USA,+1 713-242-8555,https://thelaurahotel.com/dining/the-deck/,reservations@thelaurahotel.com,valid,hunter_search,95,5,8,google_places_enriched,downtown_zone
"3 Stories, a Rooftop",sports_bar,"2206 Emancipation Ave, Houston, TX 77003, USA",Houston,USA,+1 713-533-1455,https://the3stories.com/,events@the3stories.com,valid,scraped_website,100,4.9,61,google_places_enriched,downtown_zone
Bayou & Bottle,sports_bar,"1300 Lamar St, Houston, TX 77010, USA",Houston,USA,+1 713-276-4715,https://www.fourseasons.com/houston/dining/lounges/bayou-and-bottle/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-hfs-fab-mid-seo-na&utm_content=na-na&utm_term=na,nicola.frizzale@fourseasons.com,valid,hunter_search,99,4.6,345,google_places_enriched,downtown_zone
The Moonshiners Southern Table + Bar,sports_bar,"1000 Prairie St, Houston, TX 77002, USA",Houston,USA,+1 713-226-7717,http://www.themoonshinershouston.com/,info@themoonshinershouston.com,valid,scraped_website,100,4.3,2676,google_places_enriched,downtown_zone
Reserve 101,sports_bar,"1201 Caroline St STE 100, Houston, TX 77002, USA",Houston,USA,+1 713-480-1579,http://www.reserve101.com/,info@reserve101.com,valid,scraped_website,100,4.6,808,google_places_enriched,downtown_zone
Lyric Bar,sports_bar,"411 Smith St, Houston, TX 77002, USA",Houston,USA,,https://www.lyricmarket.com/lyric-bar/,m.hunt@lyricmarket.com,valid,hunter_search,60,4.6,96,google_places_enriched,downtown_zone
Little Woodrow's EaDo,sports_bar,"801 St Emanuel St, Houston, TX 77003, USA",Houston,USA,+1 346-335-3329,https://littlewoodrows.com/locations/eado/,brandon@littlewoodrows.com,valid,hunter_search,99,4.2,1203,google_places_enriched,downtown_zone
Boheme,sports_bar,"307 Fairview St, Houston, TX 77006, USA",Houston,USA,+1 832-462-7455,https://www.barboheme.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,sayli@barboheme.com,valid,hunter_search,81,4.3,2801,google_places_enriched,uptown_zone
Clarkwood,cocktail_bar,"3201 Allen Pkwy Suite 190, Houston, TX 77019, USA",Houston,USA,+1 346-506-1294,https://www.clarkwoodhtx.com/,info@clarkwoodhtx.com,accept_all,scraped_website,79,4.4,1496,google_places_enriched,uptown_zone
Grand Prize,cocktail_bar,"1010 Banks St, Houston, TX 77006, USA",Houston,USA,,https://www.instagram.com/grandprizebar/?hl=en,soniaalam@instagram.com,accept_all,hunter_search,94,4.5,1177,google_places_enriched,uptown_zone
13 celsius,sports_bar,"3000 Caroline St, Houston, TX 77004, USA",Houston,USA,+1 713-529-8466,https://13celsius.com/,info@13celsius.com,accept_all,scraped_website,78,4.7,829,google_places_enriched,uptown_zone
Second Draught,sports_bar,"4201 Main St Suite 130, Houston, TX 77002, USA",Houston,USA,+1 713-485-4221,http://www.seconddraughthtx.com/,beer@seconddraughthtx.com,valid,scraped_website,100,4.8,36,google_places_enriched,uptown_zone
Pour Behavior,sports_bar,"2211 Travis St, Houston, TX 77002, USA",Houston,USA,+1 833-623-4283,https://www.pourbehaviortx.com/,stormy@pourbehaviortx.com,valid,hunter_search,99,4.1,1762,google_places_enriched,uptown_zone
Eight Row Flint East End,sports_bar,"3501 Harrisburg Blvd Suite A, Houston, TX 77003, USA",Houston,USA,+1 832-409-1850,https://www.agricolehospitality.com/eight-row-flint-east,morgan@agricolehospitality.com,valid,hunter_search,98,4.4,325,google_places_enriched,uptown_zone
"Good God, Nadine's",sports_bar,"33 Waugh Dr, Houston, TX 77007, USA",Houston,USA,+1 713-864-8084,https://goodgodnadines.com/,info@goodgodnadines.com,valid,scraped_website,100,4.8,172,google_places_enriched,uptown_zone
Under the Radar Brewery,sports_bar,"1506 Truxillo St, Houston, TX 77004, USA",Houston,USA,+1 346-345-4765,https://www.undertheradarbrewery.com/,info@undertheradarbrewery.com,valid,hunter_search,99,4.7,441,google_places_enriched,uptown_zone
The Spot EaDo,sports_bar,"2003 Emancipation Ave, Houston, TX 77003, USA",Houston,USA,,https://www.thespot-houston.com/,community@thespot-houston.com,accept_all,hunter_search,75,4.5,306,google_places_enriched,deep_ellum_zone
J-Bar-M Barbecue,sports_bar,"2201 Leeland St, Houston, TX 77003, USA",Houston,USA,+1 713-534-1024,https://www.jbarmbbq.com/,hoffie.ferreira@jbarmbbq.com,valid,hunter_search,99,4.4,1418,google_places_enriched,deep_ellum_zone
8th Wonder Brewery + Cannabis,sports_bar,"2202 Dallas St, Houston, TX 77003, USA",Houston,USA,+1 832-371-1666,https://8thwonder.com/,taproom@8thwonder.com,valid,scraped_website,100,4.6,1569,google_places_enriched,deep_ellum_zone
Last Concert Cafe,sports_bar,"1403 Nance St, Houston, TX 77002, USA",Houston,USA,+1 832-607-4053,https://www.lastconcert.com/,events@lastconcert.com,accept_all,scraped_website,80,4.5,1324,google_places_enriched,deep_ellum_zone
White Swan Live,sports_bar,"4419 Navigation Blvd, Houston, TX 77011, USA",Houston,USA,+1 713-923-2837,http://www.whiteswanlive.com/,booking@whiteswanlive.com,valid,hunter_search,89,4.5,359,google_places_enriched,deep_ellum_zone
Stereo Live,sports_bar,"6400 Richmond Ave, Houston, TX 77057, USA",Houston,USA,,http://www.stereolive.com/,houston@stereolive.com,valid,scraped_website,100,4.3,1773,google_places_enriched,deep_ellum_zone
White Oak Music Hall,sports_bar,"2915 N Main St, Houston, TX 77009, USA",Houston,USA,+1 713-237-0370,http://www.whiteoakmusichall.com/,events@whiteoakmusichall.com,valid,hunter_search,95,4.4,4817,google_places_enriched,deep_ellum_zone
True Anomaly Brewing Company,sports_bar,"2012 Dallas St, Houston, TX 77003, USA",Houston,USA,+1 713-364-6258,http://trueanomalybrewing.com/,founders@trueanomalybrewing.com,valid,hunter_search,88,4.7,416,google_places_enriched,deep_ellum_zone
Equal Parts Brewing,sports_bar,"3118 Harrisburg Blvd #108, Houston, TX 77003, USA",Houston,USA,+1 346-352-3190,https://equalpartsbrewing.com/,sales@equalpartsbrewing.com,valid,hunter_search,96,4.7,523,google_places_enriched,deep_ellum_zone
D & Q The Beer Station,sports_bar,"806 Richmond Ave, Houston, TX 77006, USA",Houston,USA,+1 832-686-1862,https://twitter.com/TheBeerStation,rickyjoyce@twitter.com,valid,hunter_search,94,4.8,515,google_places_enriched,deep_ellum_zone
Bad Astronaut Brewing Co.,sports_bar,"1519 Fulton St, Houston, TX 77009, USA",Houston,USA,+1 346-980-8829,https://www.badastronautbeer.com/,info@badastronautbeer.com,valid,scraped_website,100,4.6,1037,google_places_enriched,deep_ellum_zone
