Name,Business_Type,Address,City,Country,Phone,Website,Email,Email_Status,Email_Source,Email_Confidence,Google_Rating,Review_Count,Source,Zone
Crossroads Hotel,hotel,"2101 Central St, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-897-8100,https://crossroadshotelkc.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,sales@crossroadshotelkc.com,valid,hunter_search,77,4.6,1082,google_places_enriched,las_colinas_zone
Chaz on the Plaza,sports_bar,"325 Ward Pkwy, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-802-2152,https://www.raphaelkc.com/chazontheplaza,info@raphaelkc.com,valid,scraped_website,100,4.4,503,google_places_enriched,las_colinas_zone
The Bar West Plaza,sports_bar,"1121 W 47th St, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-216-6485,http://www.thebarskc.com/,barpv@thebarskc.com,valid,scraped_website,100,4.4,490,google_places_enriched,las_colinas_zone
Nine Zero One Rooftop Bar & Lounge,hotel,"901 W 48th Pl, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-437-8420,https://www.thefontainehotel.com/eat-and-drink/the-bar-at-nine-zero-one?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,sales@thefontainehotel.com,valid,scraped_website,100,3.6,134,google_places_enriched,las_colinas_zone
The Monarch Bar,hotel,"4808 Roanoke Pkwy, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-896-8484,https://themonarchbar.com/,events@themonarchbar.com,valid,scraped_website,100,4.5,636,google_places_enriched,las_colinas_zone
Cooper’s Hawk Winery & Restaurant,sports_bar,"4686 Broadway St, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-531-1500,https://chwinery.com/locations/missouri/kansas-city,mmealing@chwinery.com,valid,hunter_search,99,4.6,2708,google_places_enriched,las_colinas_zone
The Classic Cup Cafe,sports_bar,"301 W 47th St, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-753-1840,http://theclassiccupcafe.com/,jeff@theclassiccupcafe.com,valid,scraped_website,100,4.4,1219,google_places_enriched,las_colinas_zone
Kona Grill - Kansas City,sports_bar,"444 Ward Pkwy, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-931-5888,https://konagrill.com/location/kansas-city-mo/,kansascity@konagrill.com,valid,scraped_website,100,4.4,5598,google_places_enriched,las_colinas_zone
Martin City Tavern - South Plaza,sports_bar,"4950 Main St, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-768-6400,https://martincitybrewingcompany.com/,nathan.tilton@martincitybrewingcompany.com,accept_all,hunter_search,91,4.8,260,google_places_enriched,las_colinas_zone
American Slang Modern Brasserie,sports_bar,"401 Ward Pkwy, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-303-2934,https://www.ihg.com/intercontinental/hotels/us/en/kansas-city/mkcha/hoteldetail/dining,anthony.torres@ihg.com,valid,hunter_search,99,4.1,71,google_places_enriched,las_colinas_zone
Rye Plaza,sports_bar,"4646 Mill Creek Pkwy, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-541-3382,https://ryekc.com/plaza-home-page/,justin@ryekc.com,valid,hunter_search,95,4.4,1145,google_places_enriched,las_colinas_zone
Third Street Social South Plaza,sports_bar,"5031 Main St, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-997-9859,https://www.thirdstreetsocial.com/,info@thirdstreetsocial.com,valid,hunter_search,77,4.3,621,google_places_enriched,las_colinas_zone
Mae's Tavern,sports_bar,"1511 Westport Rd, Kansas City, MO 64111, USA",Kansas City,USA,+1 816-600-0903,http://linktr.ee/maestavern,tim@linktr.ee,valid,hunter_search,94,4.5,495,google_places_enriched,las_colinas_zone
Stock Hill,sports_bar,"4800 Main St Ste G-001, Kansas City, MO 64112, USA",Kansas City,USA,+1 816-895-8400,http://www.stockhillkc.com/,agaylin@stockhillkc.com,valid,hunter_search,60,4.5,1567,google_places_enriched,las_colinas_zone
Hotel No Vacancy®,hotel_bar,"1717 Wyandotte St, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-705-3507,https://www.hotelnovacancy.com/,events@hotelnovacancy.com,valid,scraped_website,100,4.7,236,google_places_enriched,downtown_zone
The Mercury Room Bar,sports_bar,"1800 Walnut St Suite 1400, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-896-8488,https://themercuryroom.com/,info@themercuryroom.com,valid,hunter_search,63,4.6,278,google_places_enriched,downtown_zone
Vye Cocktail Lounge,sports_bar,"2018 Main St Suite 101, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-371-5333,https://vyelounge.com/,info@vyelounge.com,valid,scraped_website,92,4,75,google_places_enriched,downtown_zone
Green Dirt on Oak,sports_bar,"1601 Oak St, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-386-2156,https://oak.greendirtfarm.com/,oak@greendirtfarm.com,valid,scraped_website,100,4.5,266,google_places_enriched,downtown_zone
The Creamery Clubroom and Rooftop Patio,sports_bar,"2100 Central St, Kansas City, MO 64108, USA",Kansas City,USA,+1 913-777-4488,http://skylinerooftops.com/,hello@skylinerooftops.com,valid,scraped_website,100,4.8,18,google_places_enriched,downtown_zone
Skyline & Co,sports_bar,"Fifth Floor, 106 W 11th St, Kansas City, MO 64105, USA",Kansas City,USA,+1 913-777-4488,http://skylineandco.com/,carly@skylineandco.com,valid,hunter_search,99,4.9,67,google_places_enriched,downtown_zone
Third Place Lounge,sports_bar,"1744 Broadway Blvd, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-780-1088,https://www.thirdplacekc.com/,amanda@thirdplacekc.com,valid,hunter_search,79,4.9,98,google_places_enriched,downtown_zone
Something Good,sports_bar,"800 Broadway Blvd, Kansas City, MO 64105, USA",Kansas City,USA,,https://www.somethinggoodkc.com/,contact@somethinggoodkc.com,valid,scraped_website,100,4.8,32,google_places_enriched,downtown_zone
The Ship,sports_bar,"1221 Union Ave, Kansas City, MO 64101, USA",Kansas City,USA,,http://www.theshipkc.com/,info@theshipkc.com,valid,hunter_search,60,4.5,2186,google_places_enriched,downtown_zone
Tannin Wine Bar & Kitchen,sports_bar,"1526 Walnut St, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-842-2660,https://tanninwinebar.com/?utm_source=google&utm_medium=seo&utm_campaign=gbp-listing,info@tanninwinebar.com,valid,scraped_website,100,4.6,1207,google_places_enriched,downtown_zone
Sinkers Lounge - Power & Light,sports_bar,"53 W 13th St, Kansas City, MO 64105, USA",Kansas City,USA,+1 913-374-0105,https://www.sinkerslounge.com/book-power-and-light/,lawrence@sinkerslounge.com,valid,hunter_search,88,4.6,542,google_places_enriched,uptown_zone
PBR Big Sky: A Coors Banquet Bar,sports_bar,"111 E 13th St, Kansas City, MO 64106, USA",Kansas City,USA,+1 816-237-0088,http://www.powerandlightdistrict.com/eat-and-drink/pbr-big-sky,events@powerandlightdistrict.com,accept_all,hunter_search,79,4.4,855,google_places_enriched,uptown_zone
County Road Ice House,sports_bar,"100 E 14th St #2919, Kansas City, MO 64106, USA",Kansas City,USA,+1 816-399-4967,https://www.countyroadicehouse.com/,jscott@countyroadicehouse.com,accept_all,hunter_search,94,4.4,1716,google_places_enriched,uptown_zone
Mosaic,sports_bar,"1331 Walnut St, Kansas City, MO 64106, USA",Kansas City,USA,+1 816-679-0076,https://powerandlightdistrict.com/Eat-and-Drink/Mosaic-Ultra-Lounge,events@powerandlightdistrict.com,accept_all,hunter_search,79,3.8,412,google_places_enriched,uptown_zone
Fern Bar,sports_bar,"2041 Broadway Blvd, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-375-7474,http://fernbarkc.com/,info@fernbarkc.com,valid,scraped_website,100,4.9,319,google_places_enriched,uptown_zone
Crossroads Cantina,sports_bar,"1925 Baltimore Ave, Kansas City, MO 64108, USA",Kansas City,USA,,http://www.crossroadscantinakc.com/,info@crossroadscantinakc.com,valid,scraped_website,100,4.3,94,google_places_enriched,uptown_zone
Brewery Emperial,sports_bar,"1829 Oak St, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-610-8828,http://www.breweryemperial.com/,reservations@breweryemperial.com,valid,scraped_website,100,4.5,1182,google_places_enriched,uptown_zone
Spectators,sports_bar,"2345 McGee St, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-398-4840,https://www.marriott.com/en-us/hotels/mcicr-sheraton-kansas-city-hotel-at-crown-center/dining/?scid=feed67b0-9a2f-4de1-8df6-114544116108,rosa.azuara@marriott.com,accept_all,hunter_search,94,3.3,86,google_places_enriched,uptown_zone
Westport Bar & Rec,sports_bar,"4120 Pennsylvania Ave, Kansas City, MO 64111, USA",Kansas City,USA,+1 816-371-8814,https://www.barreckc.com/,info@barreckc.com,accept_all,hunter_search,77,4.2,163,google_places_enriched,deep_ellum_zone
Harry's Bar & Tables,sports_bar,"501 Westport Rd, Kansas City, MO 64111, USA",Kansas City,USA,+1 816-561-3950,http://harrysbarandtables.com/,info@harrysbarandtables.com,valid,scraped_website,100,4.5,629,google_places_enriched,deep_ellum_zone
Char Bar,sports_bar,"4050 Pennsylvania Ave, Kansas City, MO 64111, USA",Kansas City,USA,+1 816-389-8600,http://charbarbbq.com/?utm_source=gmb&utm_medium=yext,info@charbarbbq.com,valid,hunter_search,73,4.5,4935,google_places_enriched,deep_ellum_zone
recordBar,sports_bar,"1520 Grand Blvd, Kansas City, MO 64108, USA",Kansas City,USA,+1 816-766-2527,http://www.therecordbar.com/,booking@therecordbar.com,valid,scraped_website,100,4.6,1462,google_places_enriched,deep_ellum_zone
Knuckleheads,sports_bar,"2715 Rochester Ave, Kansas City, MO 64120, USA",Kansas City,USA,+1 816-483-1456,http://www.knuckleheadskc.com/,frank@knuckleheadskc.com,accept_all,hunter_search,92,4.8,3752,google_places_enriched,deep_ellum_zone
Madrid Theatre,sports_bar,"3810 Main St, Kansas City, MO 64111, USA",Kansas City,USA,+1 816-753-8880,https://www.madridtheatre.com/,info@madridtheatre.com,valid,scraped_website,100,4.6,614,google_places_enriched,deep_ellum_zone
