Name,Business_Type,Address,City,Country,Phone,Website,Email,Email_Status,Email_Source,Email_Confidence,Google_Rating,Review_Count,Source,Zone
Local Tap & Table,sports_bar,"3333 Harry Hines Blvd Suite 100, Dallas, TX 75201, USA",Dallas-Arlington,USA,+1 469-283-2000,https://www.localtapandtable.com/,contact@localtapandtable.com,valid,scraped_website,100,4.4,3852,google_places_enriched,uptown_zone
Rodeo Bar,sports_bar,"1321 Commerce St, Dallas, TX 75202, USA",Dallas-Arlington,USA,+1 214-651-3559,https://www.adolphus.com/restaurants-bars/rodeo-bar?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,sfitz@adolphus.com,valid,hunter_search,99,4.7,1343,google_places_enriched,uptown_zone
Alexandre's,sports_bar,"4026 Cedar Springs Rd, Dallas, TX 75219, USA",Dallas-Arlington,USA,+1 214-559-0720,http://www.alexandres.com/,lee@alexandres.com,valid,scraped_website,100,4.5,553,google_places_enriched,uptown_zone
Rebel & Rose Neighborhood Bar,cocktail_bar,"2916 McKinney Ave, Dallas, TX 75204, USA",Dallas-Arlington,USA,+1 214-647-1047,http://www.rebelandrosebar.com/,info@rebelandrosebar.com,valid,scraped_website,100,4.4,63,google_places_enriched,uptown_zone
Lucky Dog Saloon,sports_bar,"2701 Cedar Springs Rd, Dallas, TX 75201, USA",Dallas-Arlington,USA,+1 214-985-8811,https://www.luckydogsaloon.dog/,info@luckydogsaloon.dog,valid,scraped_website,92,4.1,121,google_places_enriched,uptown_zone
Adair's Saloon,sports_bar,"2624 Commerce St, Dallas, TX 75226, USA",Dallas-Arlington,USA,+1 214-939-9900,http://www.adairssaloon.com/,info@adairssaloon.com,valid,scraped_website,100,4.6,829,google_places_enriched,deep_ellum_zone
Off The Cuff,sports_bar,"2901 Elm St, Dallas, TX 75226, USA",Dallas-Arlington,USA,+1 469-237-0918,http://www.otcdallas.com/,info@otcdallas.com,accept_all,scraped_website,82,4.1,446,google_places_enriched,deep_ellum_zone
Electric Shuffle Dallas,sports_bar,"2615 Elm St, Dallas, TX 75226, USA",Dallas-Arlington,USA,+1 469-382-9888,https://electricshuffle.com/us/dallas,events@electricshuffle.com,valid,hunter_search,96,4.7,715,google_places_enriched,deep_ellum_zone
Deep Ellum Art Co.,sports_bar,"3200 Commerce St, Dallas, TX 75226, USA",Dallas-Arlington,USA,,https://deepellumart.co/?utm_source=gbp&utm_medium=organic,info@deepellumart.co,valid,scraped_website,100,4.7,1474,google_places_enriched,deep_ellum_zone
The Bomb Factory,sports_bar,"2713 Canton St, Dallas, TX 75226, USA",Dallas-Arlington,USA,+1 214-749-5757,http://thebombfactory.com/,contact@thebombfactory.com,valid,scraped_website,100,4.5,3994,google_places_enriched,deep_ellum_zone
Sons of Hermann Hall,sports_bar,"3414 Elm St, Dallas, TX 75226, USA",Dallas-Arlington,USA,+1 972-834-6899,http://sonsofhermannhall.com/,gm@sonsofhermannhall.com,valid,hunter_search,99,4.7,411,google_places_enriched,deep_ellum_zone
House of Blues Dallas,sports_bar,"2200 N Lamar St, Dallas, TX 75202, USA",Dallas-Arlington,USA,+1 214-978-2583,https://dallas.houseofblues.com/?utm_source=GMBlisting&utm_medium=organic,brock@houseofblues.com,accept_all,hunter_search,94,4.4,7673,google_places_enriched,deep_ellum_zone
Westlake Brewing Company,sports_bar,"2816 Commerce St, Dallas, TX 75226, USA",Dallas-Arlington,USA,+1 877-994-2337,http://www.westlakebeer.com/,hello@westlakebeer.com,valid,scraped_website,100,4.8,366,google_places_enriched,deep_ellum_zone
Cold Beer Company,sports_bar,"3600 Main St, Dallas, TX 75226, USA",Dallas-Arlington,USA,+1 214-952-2068,http://www.coldbeerco.com/,info@coldbeerco.com,accept_all,scraped_website,81,4.6,521,google_places_enriched,deep_ellum_zone
Craft and Growler,sports_bar,"3601 Parry Ave, Dallas, TX 75226, USA",Dallas-Arlington,USA,+1 214-821-1122,http://craftandgrowler.com/,booking@craftandgrowler.com,valid,scraped_website,100,4.7,536,google_places_enriched,deep_ellum_zone
Amyfinehouse Luxury Downtown Stay,hotel,"500 S Ervay St, Dallas, TX 75201, USA",Dallas-Arlington,USA,+1 469-642-8868,https://amyfinehouse.com/,bookings@amyfinehouse.com,valid,scraped_website,100,4.6,604,google_places_enriched,downtown_zone
CANVAS Hotel,hotel,"1325 Botham Jean Blvd, Dallas, TX 75215, USA",Dallas-Arlington,USA,+1 214-421-1080,https://www.canvashoteldallas.com/,sales@canvashoteldallas.com,accept_all,hunter_search,81,4.1,2992,google_places_enriched,downtown_zone
Fairmont Dallas,hotel_bar,"1717 N Akard St, Dallas, TX 75201, USA",Dallas-Arlington,USA,+1 214-720-2020,https://www.fairmont.com/dallas/?goto=fiche_hotel&code_hotel=A558&merchantid=seo-maps-US-A558&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,dallas@fairmont.com,valid,scraped_website,100,4.4,6129,google_places_enriched,downtown_zone
Bishop Arts Hotel,hotel,"620 N Bishop Ave #1, Dallas, TX 75208, USA",Dallas-Arlington,USA,+1 214-239-0001,http://www.christianchernock.com/,info@christianchernock.com,valid,scraped_website,100,4.2,153,google_places_enriched,downtown_zone
The Gaston Dallas Bed and Breakfast,hotel,"4802 Gaston Ave, Dallas, TX 75246, USA",Dallas-Arlington,USA,+1 469-631-1166,https://www.thegaston.com/?utm_source=google&utm_medium=GMB,info@thegaston.com,valid,hunter_search,99,4.9,297,google_places_enriched,downtown_zone
Hotel ZaZa Dallas Uptown,hotel,"2332 Leonard St, Dallas, TX 75201, USA",Dallas-Arlington,USA,+1 214-468-8399,https://www.hotelzaza.com/dallas?utm_campaign=Google%20My%20Business&utm_source=google&utm_medium=Local%20Search,akhan@hotelzaza.com,valid,hunter_search,99,4.6,1766,google_places_enriched,downtown_zone
Casa Duro,hotel,"2806 Greenville Ave, Dallas, TX 75206, USA",Dallas-Arlington,USA,+1 214-888-8685,https://www.casa-duro.com/?utm_source=gmb_site&utm_medium=organic,info@casa-duro.com,valid,scraped_website,90,4.5,11,google_places_enriched,downtown_zone
Way Side Inn by Hotel O Dallas near Fair Park Downtown,hotel,"2600 S Cesar Chavez Blvd, Dallas, TX 75215, USA",Dallas-Arlington,USA,+1 713-936-0341,https://www.oyorooms.com/us/324407/?utm_source=GMB&utm_medium=Organic&utm_campaign=US_DLS163,suzanne.holmes@oyorooms.com,accept_all,hunter_search,94,3,104,google_places_enriched,downtown_zone
Warwick Melrose - Dallas,hotel,"3015 Oak Lawn Ave, Dallas, TX 75219, USA",Dallas-Arlington,USA,+1 214-521-5151,https://www.warwickhotels.com/warwick-melrose-dallas/?utm_source=google&utm_medium=local&utm_campaign=seo,info.dallas@warwickhotels.com,valid,scraped_website,100,4.4,1597,google_places_enriched,downtown_zone
Frankie's Downtown,sports_bar,"1303 Main St, Dallas, TX 75202, USA",Dallas-Arlington,USA,+1 214-741-1919,https://www.frankiesbar.com/,info@frankiesbar.com,valid,hunter_search,95,4.4,3144,google_places_enriched,downtown_zone
The Hampton Social - Dallas,sports_bar,"1520 Main St, Dallas, TX 75201, USA",Dallas-Arlington,USA,+1 469-498-9890,https://www.thehamptonsocial.com/,orlandoevents@thehamptonsocial.com,valid,hunter_search,95,4.8,3629,google_places_enriched,downtown_zone
Vincent's Skybar,sports_bar,"800 N Harwood St, Dallas, TX 75201, USA",Dallas-Arlington,USA,+1 214-347-9499,https://www.marriott.com/en-us/hotels/dalja-jw-marriott-dallas-arts-district/dining/dallas-arts-district-dining/,rosa.azuara@marriott.com,accept_all,hunter_search,94,3.5,13,google_places_enriched,downtown_zone
MIRADOR,sports_bar,"1608 Elm St, Dallas, TX 75201, USA",Dallas-Arlington,USA,+1 214-945-8200,https://www.mirador-dallas.com/,hello@mirador-dallas.com,valid,hunter_search,99,4.7,272,google_places_enriched,downtown_zone
RH Rooftop Restaurant at RH Dallas,sports_bar,"3133 Knox St, Dallas, TX 75205, USA",Dallas-Arlington,USA,+1 214-520-7255,https://rh.com/dallas/restaurant,cpalmer@rh.com,accept_all,hunter_search,94,4.1,1373,google_places_enriched,downtown_zone
Uptown Terrace Pool Bar & Grill,sports_bar,"555 S Lamar St, Dallas, TX 75202, USA",Dallas-Arlington,USA,+1 214-744-6664,http://www.omnihotels.com/hotels/dallas/dining/uptown-terrace,sonya.cook@omnihotels.com,accept_all,hunter_search,94,4,9,google_places_enriched,downtown_zone
The Artisan Rooftop Terrace,sports_bar,"2330 Flora St #200, Dallas, TX 75201, USA",Dallas-Arlington,USA,+1 214-421-0774,https://theartisandallas.com/terrace-events/,info@theartisandallas.com,valid,scraped_website,100,5,2,google_places_enriched,downtown_zone
HG Sply Co.,sports_bar,"2008 Greenville Ave, Dallas, TX 75206, USA",Dallas-Arlington,USA,+1 469-334-0895,http://www.hgsplyco.com/dallas,infodallas@hgsplyco.com,valid,scraped_website,100,4.7,5248,google_places_enriched,downtown_zone
The Sanford House Inn & Spa,hotel_bar,"506 N Center St, Arlington, TX 76011, USA",Dallas-Arlington,USA,+1 817-861-2129,http://www.thesanfordhouse.com/,events@thesanfordhouse.com,accept_all,hunter_search,60,4.7,591,google_places_enriched,arlington_hotels_zone
Lux Hotel and Spa,hotel,"117 S Watson Rd, Arlington, TX 76010, USA",Dallas-Arlington,USA,+1 817-633-4000,http://www.luxhotelandspa.com/,info@luxhotelandspa.com,accept_all,scraped_website,82,3.9,1729,google_places_enriched,arlington_hotels_zone
The Lamar,hotel,"2700 E Lamar Blvd, Arlington, TX 76011, USA",Dallas-Arlington,USA,+1 817-394-5000,https://www.marriott.com/en-us/hotels/dalab-the-lamar/overview/?cid=NAT_google_hotel_url,rosa.azuara@marriott.com,accept_all,hunter_search,94,4.1,1534,google_places_enriched,arlington_hotels_zone
Drury Plaza Hotel Dallas Arlington,hotel,"101 W Road to Six Flags St, Arlington, TX 76011, USA",Dallas-Arlington,USA,+1 817-261-2100,https://www.druryhotels.com/locations/dallas-tx/drury-plaza-hotel-dallas-arlington?utm_campaign=gmb&utm_medium=organic&utm_source=local2,kate.scheer@druryhotels.com,valid,hunter_search,99,4.8,432,google_places_enriched,arlington_hotels_zone
R Nite Star Hotel,hotel_bar,"1175 N Watson Rd, Arlington, TX 76006, USA",Dallas-Arlington,USA,+1 817-652-3100,https://rnitestar.com/,info@rnitestar.com,valid,scraped_website,100,4.3,185,google_places_enriched,arlington_hotels_zone
Cambria Hotel Euless - DFW Airport South,hotel,"751 E Airport Fwy, Euless, TX 76039, USA",Dallas-Arlington,USA,+1 817-864-8726,https://www.choicehotels.com/texas/euless/cambria-hotels/txp48?mc=llgoxxpx,tom.duffe@choicehotels.com,valid,hunter_search,99,4.9,24,google_places_enriched,arlington_hotels_zone
Sonesta Simply Suites Arlington Entertainment District,hotel,"2221 Brookhollow Plaza Dr, Arlington, TX 76006, USA",Dallas-Arlington,USA,+1 817-649-3336,https://www.sonesta.com/sonesta-simply-suites/tx/arlington/sonesta-simply-suites-arlington?utm_source=google&utm_medium=organic&utm_campaign=gmb,lellison@sonesta.com,accept_all,hunter_search,94,4.2,652,google_places_enriched,arlington_hotels_zone
"Exclusivo Inn by OYO Grand Prairie, TX",hotel,"1802 W Main St, Grand Prairie, TX 75050, USA",Dallas-Arlington,USA,+1 347-752-4639,https://www.oyorooms.com/us/302603/?utm_source=GMB&utm_medium=Organic&utm_campaign=US_AAI001,suzanne.holmes@oyorooms.com,accept_all,hunter_search,94,3,32,google_places_enriched,arlington_hotels_zone
Budget Host Inn,hotel,"1000 E Division St, Arlington, TX 76011, USA",Dallas-Arlington,USA,+1 817-459-2171,http://budgethost.com/hotels/Budget_Host_Inn_2_Arlington_TX.aspx,info@budgethost.com,valid,hunter_search,96,2.9,184,google_places_enriched,arlington_hotels_zone
Three Danes Inn,hotel,"712 May St, Fort Worth, TX 76104, USA",Dallas-Arlington,USA,+1 817-720-6365,http://www.threedanesinn.com/,stay@threedanesinn.com,valid,scraped_website,100,4.9,206,google_places_enriched,arlington_hotels_zone
Sandman Signature Dallas-Las Colinas Hotel & Suites,hotel,"1311 Meridian Dr, Irving, TX 75038, USA",Dallas-Arlington,USA,+1 945-523-7263,https://www.sandmanhotels.com/signature-las-colinas?utm_source=google&utm_medium=maps&utm_campaign=signature_las_colinas,salesco_signaturefw@sandmanhotels.com,valid,hunter_search,98,4.9,203,google_places_enriched,las_colinas_zone
Sonesta Simply Suites Dallas Las Colinas,hotel,"5300 Green Park Dr, Irving, TX 75038, USA",Dallas-Arlington,USA,+1 972-714-9990,https://www.sonesta.com/sonesta-simply-suites/tx/irving/sonesta-simply-suites-dallas-las-colinas?utm_source=google&utm_medium=organic&utm_campaign=gmb,lellison@sonesta.com,accept_all,hunter_search,94,3.8,508,google_places_enriched,las_colinas_zone
Quality Suites Irving-Las Colinas,hotel,"1223 Greenway Cir, Irving, TX 75038, USA",Dallas-Arlington,USA,+1 214-519-8617,https://www.choicehotels.com/texas/irving/comfort-suites-hotels/tx615?mc=llgoxxpx,tom.duffe@choicehotels.com,valid,hunter_search,99,3.5,596,google_places_enriched,las_colinas_zone
The Lakehouse Waterfront Lounge,hotel,"221 E Las Colinas Blvd, Irving, TX 75039, USA",Dallas-Arlington,USA,+1 972-556-0800,https://www.omnihotels.com/hotels/dallas-las-colinas/dining/lakehouse-waterfront-lounge?utm_source=gmblisting&utm_medium=organic,sonya.cook@omnihotels.com,accept_all,hunter_search,94,4.7,20,google_places_enriched,las_colinas_zone
The Ranch at Las Colinas,sports_bar,"857 W John Carpenter Fwy, Irving, TX 75039, USA",Dallas-Arlington,USA,+1 972-506-7262,http://theranchlc.com/,info@theranchlc.com,valid,scraped_website,100,4.6,7278,google_places_enriched,las_colinas_zone
Monaco,sports_bar,"Building 3, 5238 N O'Connor Blvd #134, Irving, TX 75039, USA",Dallas-Arlington,USA,+1 972-798-4800,http://themonacorestaurant.com/,ciao@themonacorestaurant.com,valid,scraped_website,100,4.7,432,google_places_enriched,las_colinas_zone
The Spirit Grille,sports_bar,"4030 N MacArthur Blvd #112, Irving, TX 75038, USA",Dallas-Arlington,USA,+1 972-717-7575,http://www.spiritgrille.com/,mnevares@spiritgrille.com,accept_all,scraped_website,81,4.4,849,google_places_enriched,las_colinas_zone
